,facility_title,link,settlement,facility_type,facility_type_eng,address,website
1678,Сосновский ФАП,https://healthcare.by/instinfo.php?orgnum=15090,Сосновка,ФАП,FAP,"ул. Цветочная, 3 п/о Сосновка, 211233, д. Сосновка, Витебский р-н, Витебская обл.",
1679,Сосновский ФАП,https://healthcare.by/instinfo.php?orgnum=15495,Сосновцы,ФАП,FAP,"211914, д. Сосновцы, Шарковщинский р-н, Витебская обл.",
1680,Сосновый ФАП,https://healthcare.by/instinfo.php?orgnum=16302,Сосновый,ФАП,FAP,"247757, п. Сосновый, Мозырский р-н, Гомельская обл.",
1681,Сотничский ФАП,https://healthcare.by/instinfo.php?orgnum=16037,Сотничи,ФАП,FAP,"247932, д. Сотничи, Петриковский р-н, Гомельская обл.",
1682,Сошицкий ФАП,https://healthcare.by/instinfo.php?orgnum=17202,Сошица,ФАП,FAP,"д. 101, 225242, д. Сошица, Березовский р-н, Брестская обл.",
1683,Сошненский ФАП,https://healthcare.by/instinfo.php?orgnum=17484,Сошно,ФАП,FAP,"225739, д. Сошно, Пинский р-н, Брестская обл.",
1684,Спондовский ФАП,https://healthcare.by/instinfo.php?orgnum=16842,Спонды,ФАП,FAP,"ул. Школьная, 6, 231224, д. Спонды, Островецкий р-н, Гродненская обл.",
1685,Средне-Печанский ФАП,https://healthcare.by/instinfo.php?orgnum=15957,Средние Печи,ФАП,FAP,"ул. Центральная, 44, 247852, д. Средние Печи, Лельчицкий р-н, Гомельская обл.",
1686,Ст. Алешнянский ФАП,https://healthcare.by/instinfo.php?orgnum=24293,Старая Алешня,ФАП,FAP,"247269, д. Старая Алешня, Рогачевский р-н, Гомельская обл.",
1687,Ст. Габы ФАП,https://healthcare.by/instinfo.php?orgnum=14885,Старые Габы,ФАП,FAP,"д. Старые Габы, Мядельский р-н, Минская обл.",
1688,Ст. Слободской ФАП,https://healthcare.by/instinfo.php?orgnum=15353,Старая Слобода,ФАП,FAP,"д. Старая Слобода, Крупский р-н, Минская обл.",
1689,Стадолищенский ФАП,https://healthcare.by/instinfo.php?orgnum=15604,Стодолище,ФАП,FAP,"д. Стодолище, Городокский р-н, Витебская обл.",
1690,Стайкинский ФАП,https://healthcare.by/instinfo.php?orgnum=15087,Стайки,ФАП,FAP,"ул. Школьная, 2, 211339, д. Стайки, Витебский р-н, Витебская обл.",http://vgcp.by
1691,Стайкинский ФАП,https://healthcare.by/instinfo.php?orgnum=17600,Стайки,ФАП,FAP,"211548, д. Стайки, Городокский р-н, Витебская обл.",
1692,Стайковский ФАП,https://healthcare.by/instinfo.php?orgnum=13656,Стайки,ФАП,FAP,"ул. Молодежная, 10/2, 213954, д. Стайки, Кировский р-н, Могилевская обл.",
1693,Стайковский ФАП,https://healthcare.by/instinfo.php?orgnum=17848,Стайки,ФАП,FAP,"д. Стайки, Ивацевичский р-н, Брестская обл.",
1694,Стайковский ФАП,https://healthcare.by/instinfo.php?orgnum=15278,Стайки,ФАП,FAP,"ул. Центральная, 18, 211015, д. Стайки, Оршанский р-н, Витебская обл.",
1695,Стайковский ФАП,https://healthcare.by/instinfo.php?orgnum=17685,Стайки,ФАП,FAP,"ул. Мирная, 10, 225315, д. Стайки, Барановичский р-н, Брестская обл.",
1696,Стайский ФАП,https://healthcare.by/instinfo.php?orgnum=17625,Стаи,ФАП,FAP,"211190, д. Стаи, Лепельский р-н, Витебская обл.",
1697,Стальбовский ФАП,https://healthcare.by/instinfo.php?orgnum=16863,Стальбовщина,ФАП,FAP,"ул. Молодежная, 8, 223406, д. Стальбовщина, Узденский р-н, Минская обл.",
1698,Станиславовский ФАП,https://healthcare.by/instinfo.php?orgnum=15231,Станиславово,ФАП,FAP,"ул. Тиливичская, 2, 211041, д. Станиславово, Дубровенский р-н, Витебская обл.",
1699,Станиславский ФАП,https://healthcare.by/instinfo.php?orgnum=17615,Станисловка,ФАП,FAP,"ул. Садовая, 19, 211712, д. Станиславцы, Докшицкий р-н, Витебская обл.",
1700,Станционный ФАП,https://healthcare.by/instinfo.php?orgnum=15351,Бобр,ФАП,FAP,"222040, ст. Бобр, Крупский р-н, Минская обл.",
1701,Станция Дятловичский ФАП,https://healthcare.by/instinfo.php?orgnum=18106,Дятловичи,ФАП,FAP,"ул. Железнодорожная, 2, 225679, ст. Дятловичи, Лунинецкий р-н, Брестская обл.",
1702,Старинковский ФАП,https://healthcare.by/instinfo.php?orgnum=17288,Старинки,ФАП,FAP,"д. Старинки, Дзержинский р-н, Минская обл.",
1703,Старинский ФАП,https://healthcare.by/instinfo.php?orgnum=16970,Старина,ФАП,FAP,"ул. Центральная, 47, 222675, д. Старина, Столбцовский р-н, Минская обл.",
1704,Старинский ФАП,https://healthcare.by/instinfo.php?orgnum=17310,Старина,ФАП,FAP,"225550, д. Старина, Столинский р-н, Брестская обл.",
1705,Старинский ФАП,https://healthcare.by/instinfo.php?orgnum=20510,Старино,ФАП,FAP,"д. Старино, Червенский р-н, Минская обл.",
1706,Старлыгский ФАП,https://healthcare.by/instinfo.php?orgnum=14891,Старлыги,ФАП,FAP,"д. Старлыги, Мядельский р-н, Минская обл.",
1707,Старо-Белицкий ФАП,https://healthcare.by/instinfo.php?orgnum=15721,Старая Белица,ФАП,FAP,"ул. Мира, 2-а, 247028, д. Старая Белица, Гомельский р-н, Гомельская обл.",
1708,Старо-Будский ФАП,https://healthcare.by/instinfo.php?orgnum=15676,Старая Буда,ФАП,FAP,"247366, д. Старая Буда, Буда-Кошелевский р-н, Гомельская обл.",
1709,"Старо-Водвянский ФАП, ФАП",https://healthcare.by/instinfo.php?orgnum=17869,Ст. Водва,ФАП,FAP,"213042, д. Ст. Водва, Шкловский р-н, Могилевская обл.",
1710,Старо-Дединский ФАП,https://healthcare.by/instinfo.php?orgnum=16266,Старый Дедин,ФАП,FAP,"213625, д. Старый Дедин, Климовичский р-н, Могилевская обл.",
1711,Старо-Руднянский ФАП,https://healthcare.by/instinfo.php?orgnum=15828,Старая Рудня,ФАП,FAP,"ул. Молодежная, 2а, 247214, д. Старая Рудня, Жлобинский р-н, Гомельская обл.",
1712,Старо-Сельский ФАП,https://healthcare.by/instinfo.php?orgnum=16155,Старое Село,ФАП,FAP,"247254, д. Старое Село, Рогачевский р-н, Гомельская обл.",
1713,Старо-Терушковский ФАП,https://healthcare.by/instinfo.php?orgnum=17351,Старые Терушки,ФАП,FAP,"ул. Комарова, 2б, 223716, д. Старые Терушки, Солигорский р-н, Минская обл.",
1714,Старо-Шкловский ФАП,https://healthcare.by/instinfo.php?orgnum=17872,Ст. Шклов,ФАП,FAP,"ул. Молодежная, 32б, 213010, д. Ст. Шклов, Шкловский р-н, Могилевская обл.",
1715,Старовольский ФАП,https://healthcare.by/instinfo.php?orgnum=17413,Староволя,ФАП,FAP,"ул. Вознищука, 2, 225177, д. Староволя, Пружанский р-н, Брестская обл.",
1716,Староградский ФАП,https://healthcare.by/instinfo.php?orgnum=15922,Староград,ФАП,FAP,"ул. Советская, 14, 247181, д. Староград, Кормянский р-н, Гомельская обл.",
1717,Стародворский ФАП,https://healthcare.by/instinfo.php?orgnum=15379,Старый Двор,ФАП,FAP,"211875, д. Старый Двор, Поставский р-н, Витебская обл.",
1718,Стародорожский ФАП,https://healthcare.by/instinfo.php?orgnum=17023,Старые Дороги,ФАП,FAP,"222919, ул. Московская, 84а, аг. Старые Дороги, Стародорожский р-н, Минская обл.",
1719,Стародубовский ФАП,https://healthcare.by/instinfo.php?orgnum=27960,Стар-Дубовая,ФАП,FAP,"д. Стародубовая, Гродненский р-н, Гродненская обл.",
1720,Староельнянский ФАП,https://healthcare.by/instinfo.php?orgnum=16549,Староельня,ФАП,FAP,"231468, д. Староельня, Дятловский р-н, Гродненская обл.",
1721,Старокрасненский ФАП,https://healthcare.by/instinfo.php?orgnum=16114,Старо Красное,ФАП,FAP,"ул. Центральная, 41в, 247532, д. Старокрасное, Речицкий р-н, Гомельская обл.",
1722,Старосельская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=15683,Старое Село,Амбулатория,Outpatient Clinic,"ул. Полькина, 16а, 247127, д. Старое Село, Ветковский р-н, Гомельская обл.",
1723,Старосельский ФАП,https://healthcare.by/instinfo.php?orgnum=17777,Старое Село,ФАП,FAP,"ул. Центральная, 31, 225118, д. Старое Село, Жабинковский р-н, Брестская обл.",
1724,Старосельский ФАП,https://healthcare.by/instinfo.php?orgnum=16042,Старое Село,ФАП,FAP,"213877, д. Старое Село, Глусский р-н, Могилевская обл.",
1725,Старосельский ФАП,https://healthcare.by/instinfo.php?orgnum=16614,Старое Село,ФАП,FAP,"231947, д. Старое Село, Зельвенский р-н, Гродненская обл.",
1726,Старосельский ФАП,https://healthcare.by/instinfo.php?orgnum=14958,Староселье,ФАП,FAP,"ул. Победы, 8, 222647, д. Староселье, Клецкий р-н, Минская обл.",
1727,Старосельский ФАП,https://healthcare.by/instinfo.php?orgnum=27220,Староселье,ФАП,FAP,"213421, д. Староселье, Горецкий р-н, Могилевская обл.",
1728,Старосельский ФАП,https://healthcare.by/instinfo.php?orgnum=15839,Староселье,ФАП,FAP,"213172, д. Староселье, Белыничский р-н, Могилевская обл.",
